Word;--;Document;--;Sentence
sense;--;doc1.txt;--;And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.
sense;--;doc3.txt;--;But it has also depended on our sense of mutual regard for each other, of mutual responsibility.
sense;--;doc5.txt;--;to pressure the Iraqi leadership to finally come to a political agreement between the warring factions that can create some sense of stability in the country and bring this conflict under control.
sense;--;doc2.txt;--;What has also been lost is our sense of common purpose - our sense of higher purpose.
organizer;--;doc4.txt;--;I had just finished three years of work as a community organizer in low-income neighborhoods of Chicago, and was about to enroll in law school.
organizer;--;doc1.txt;--;But a group of churches had offered me a job as a community organizer for $13,000 a year.
times;--;doc4.txt;--;Today, South Korea's economy is forty times larger than Kenya's.
times;--;doc1.txt;--;But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own.
times;--;doc5.txt;--;This means talking to our friends and, at times, even our enemies.
times;--;doc2.txt;--;The times are too serious, the stakes are too high for this same partisan playbook.
plague;--;doc6.txt;--;At its height in the late 1980's, this program stockpiled of some of the most dangerous agents known to man - plague, smallpox, and anthrax - to name just a few.
breaking;--;doc3.txt;--;And when she finally she saw hope breaking through the horizon in the Civil Rights Movement, she thought, "Maybe it's my turn."
breaking;--;doc5.txt;--;The overwhelming presence of our troops, our intelligence, and our resources in Iraq has stretched our military to the breaking point and distracted us from the growing threats of a dangerous world.
guarantee;--;doc3.txt;--;That in a global economy that's more connected and more competitive - we are the party that will guarantee every American an affordable, world-class, top-notch, life-long education - from early childhood to high school, from college to on-the-job training.
guarantee;--;doc5.txt;--;And so the question is not whether there is some magic formula for success, or guarantee against failure, in Iraq.
unions;--;doc1.txt;--;And let's allow our unions and their organizers to lift up this country's middle-class again.
unions;--;doc3.txt;--;How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America.
needs;--;doc1.txt;--;Together, starting today, let us finish the work that needs to be done, and usher in a new birth of freedom on this Earth.
needs;--;doc6.txt;--;In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose.
united;--;doc4.txt;--;As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa.
united;--;doc3.txt;--;But whenever I get in that mood, I think about something that happened to me on the eve of my election to the United States Senate.
united;--;doc5.txt;--;We would make clear in such a scenario that the United States would not be maintaining permanent military bases in Iraq, but would do what was necessary to help prevent a total collapse of the Iraqi state and further polarization of Iraqi society.
united;--;doc2.txt;--;Thank you, and God Bless the United States of America.
united;--;doc1.txt;--;And that is why, in the shadow of the Old State Capitol, where Lincoln once called on a divided house to stand together, where common hopes and common dreams still, I stand before you today to announce my candidacy for President of the United States.
united;--;doc6.txt;--;And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.
